file,offset,japanese_text,english_text,confidence,source_section,priority,translation_status,translation_timestamp,quality_assessment,quality_reason,analysis_timestamp
romfs/fe/tuto_012.rtz,0x386B,ンガードにアタック{,Attack on UnGuard {,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:44.124412,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045137
romfs/fe/tuto_012.rtz,0x386D,ガードにアタック{$,Attack on Guard {$,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:44.299148,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045159
romfs/fe/tuto_012.rtz,0x390B,蓽{$336600}ヴァンガードサークル, {$336600} VANGUARD CIRCLE,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:02.657294,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046092
romfs/fe/tuto_012.rtz,0x390D,{$336600}ヴァンガードサークル{$}と{$33660,{$336600} VANGUARD CIRCLE{$} AND {$33660,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:02.953572,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046120
romfs/fe/tuto_012.rtz,0x390F,$336600}ヴァンガードサークル{$}と{$336600,$336600} VANGUARD CIRCLE{$} AND {$336600,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:03.255657,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046146
romfs/fe/tuto_012.rtz,0x3911,336600}ヴァンガードサークル{$}と{$336600},336600} VANGUARD CIRCLE{$} AND{$336600},0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:03.524872,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046167
romfs/fe/tuto_012.rtz,0x3913,36600}ヴァンガードサークル{$}と,36600} VANGUARD CIRCLE{$},0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:03.741056,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046315
romfs/fe/tuto_012.rtz,0x3915,6600}ヴァンガードサークル{$}と{,6600} VANGUARD CIRCLE{$} AND {,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:03.963529,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046391
romfs/fe/tuto_012.rtz,0x3917,600}ヴァンガードサークル{$}と{$,600} VANGUARD CIRCLE{$} AND {$,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:04.180005,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046458
romfs/fe/tuto_012.rtz,0x3919,00}ヴァンガードサークル{$}と{$3,00} VANGUARD CIRCLE{$} AND {$3,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:04.401882,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046500
romfs/fe/tuto_012.rtz,0x391B,0}ヴァンガードサークル{$}と{$33,0} VANGUARD CIRCLE{$} AND {$33,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:04.658130,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046532
romfs/fe/tuto_012.rtz,0x391D,}ヴァンガードサークル{$}と{$336,} VANGUARD CIRCLE{$} AND {$336,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:04.872438,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046553
romfs/fe/tuto_012.rtz,0x391F,ヴァンガードサークル{$}と{$3366,VANGUARD CIRCLE{$} AND {$3366,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:05.090303,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046573
romfs/script/FEV_G_S_03.rtz,0x590A,アタックされたパワー,Attacked Power,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:20.753937,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047225
romfs/script/FEV_G_S_03.rtz,0x592E,">じパワーで
ガード","> Power
",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:20.954304,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047252
romfs/script/FEV_G_S_03.rtz,0x5930,"じパワーで
ガードし","Power
Guard",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:21.173311,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047273
romfs/script/FEV_G_S_03.rtz,0x5932,"パワーで
ガードした","Power
Guarded",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:21.391512,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047292
romfs/script/FEV_G_S_03.rtz,0x5E9A,ん|>のヴァンガード,About VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:21.937747,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047329
romfs/script/FEV_G_S_03.rtz,0x5E9C,|>のヴァンガードが,_> VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.121671,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047347
romfs/script/FEV_G_S_03.rtz,0x5E9E,>のヴァンガードがア,> VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.286482,good,good length ratio; contains game terminology; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047365
romfs/script/FEV_G_S_03.rtz,0x5EA0,のヴァンガードがアタ,The VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.455562,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047386
romfs/script/FEV_G_S_03.rtz,0x5EA2,ヴァンガードがアタッ,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.623446,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047404
romfs/script/FEV_G_S_03.rtz,0x5EA4,ァンガードがアタック,VanGuard Attack,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.814121,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047426
romfs/script/FEV_G_S_03.rtz,0x5EA6,ンガードがアタック,Ngurd Attack,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.980424,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047446
romfs/script/FEV_G_S_03.rtz,0x5EA8,"ガードがアタック
さ","Guard Attack
Home",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:23.210826,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047466
