file,offset,japanese_text,english_text,confidence,source_section,priority,translation_status,translation_timestamp,quality_assessment,quality_reason,analysis_timestamp
romfs/fe/tuto_007.rtz,0x405C,ガードでアタックした,Attacked by Guard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:20.090365,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043479
romfs/fe/tuto_013.rtz,0x2D2B,リアガードでアタック,Attack with Rear Guard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:22.019557,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043570
romfs/fe/tuto_013.rtz,0x2D2D,アガードでアタック{,Attack with Aggard {,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:22.195174,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043588
romfs/fe/tuto_013.rtz,0x2D2F,ガードでアタック{$,Attack with Guard {$,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:22.364372,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043608
romfs/fe/tuto_013.rtz,0x2FEB,ガードでヴァンガード,VanGuard with Guard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:23.024052,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043647
romfs/fe/tuto_013.rtz,0x2FED,ードでヴァンガードに,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:23.200993,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043664
romfs/fe/tuto_013.rtz,0x2FEF,ドでヴァンガードに{,To VanGuard with Do {,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:23.383719,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043684
romfs/fe/tuto_013.rtz,0x2FF1,でヴァンガードに{$,In VanGuard {$,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:23.558822,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043702
romfs/fe/tuto_013.rtz,0x35E1,のヴァンガードにアタ,The VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:25.355346,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043809
romfs/fe/tuto_013.rtz,0x35E3,ヴァンガードにアタッ,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:25.524749,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043827
romfs/fe/tuto_013.rtz,0x35E5,ァンガードにアタック,Attack on VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:25.695809,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043845
romfs/fe/tuto_013.rtz,0x35E7,ンガードにアタックが,Attack on Ngurd,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:25.871308,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043863
romfs/fe/tuto_013.rtz,0x35E9,ガードにアタックがヒ,Attack on the Guard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:26.043743,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043882
romfs/fe/tuto_012.rtz,0x2BF3,と|>のヴァンガード,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:26.221095,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.043899
romfs/fe/tuto_012.rtz,0x2DE3,いのヴァンガードがグ,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:28.189662,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.044025
romfs/fe/tuto_012.rtz,0x2DE5,のヴァンガードがグレ,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:28.391771,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.044043
romfs/fe/tuto_012.rtz,0x2DE7,ヴァンガードがグレー,VanGuard Grey,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:28.567865,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.044060
romfs/fe/tuto_012.rtz,0x32CB,ヴァンガードの<|上,VanGuard <|Top,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:39.705390,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.044562
romfs/fe/tuto_012.rtz,0x3811,あなたの{$336600}ヴァンガード{,YOUR{$336600} VANGUARD{,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:39.896222,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.044583
romfs/fe/tuto_012.rtz,0x382B,ヴァンガード{$}で,VANGUARD{$},0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:42.946292,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045003
romfs/fe/tuto_012.rtz,0x385F,し|>のヴァンガード,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:43.115129,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045024
romfs/fe/tuto_012.rtz,0x3865,のヴァンガードにアタ,The VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:43.627521,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045079
romfs/fe/tuto_012.rtz,0x3867,ヴァンガードにアタッ,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:43.790091,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045096
romfs/fe/tuto_012.rtz,0x3869,ァンガードにアタック,Attack on VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:43.959272,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045118
romfs/fe/tuto_012.rtz,0x386B,ンガードにアタック{,Attack on UnGuard {,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:44.124412,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045137
romfs/fe/tuto_012.rtz,0x386D,ガードにアタック{$,Attack on Guard {$,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:04:44.299148,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.045159
romfs/fe/tuto_012.rtz,0x391F,ヴァンガードサークル{$}と{$3366,VANGUARD CIRCLE{$} AND {$3366,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:05.090303,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.046573
romfs/script/FEV_G_S_03.rtz,0x590A,アタックされたパワー,Attacked Power,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:20.753937,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047225
romfs/script/FEV_G_S_03.rtz,0x5930,"じパワーで
ガードし","Power
Guard",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:21.173311,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047273
romfs/script/FEV_G_S_03.rtz,0x5932,"パワーで
ガードした","Power
Guarded",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:21.391512,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047292
romfs/script/FEV_G_S_03.rtz,0x5E9A,ん|>のヴァンガード,About VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:21.937747,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047329
romfs/script/FEV_G_S_03.rtz,0x5EA0,のヴァンガードがアタ,The VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.455562,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047386
romfs/script/FEV_G_S_03.rtz,0x5EA2,ヴァンガードがアタッ,VanGuard,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.623446,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047404
romfs/script/FEV_G_S_03.rtz,0x5EA4,ァンガードがアタック,VanGuard Attack,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.814121,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047426
romfs/script/FEV_G_S_03.rtz,0x5EA6,ンガードがアタック,Ngurd Attack,0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:22.980424,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047446
romfs/script/FEV_G_S_03.rtz,0x5EA8,"ガードがアタック
さ","Guard Attack
Home",0.70,file_end,HIGH,COMPLETED,2025-07-30T17:05:23.210826,excellent,good length ratio; contains game terminology; proper capitalization; no obvious mistranslations; good extraction confidence,2025-07-30T17:10:08.047466
