file,offset,japanese_text,english_text,confidence,source_section,priority
romfs/fe/tuto_007.rtz,0x3BF0,"00}ヴァンガード{$}で
アタックした",,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3BF2,"0}ヴァンガード{$}で
アタックしたよ",,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3BF4,"}ヴァンガード{$}で
アタックしたよね",,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4008,搰簰㸀渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタック,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x400A,簰㸀渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックし,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x400C,㸀渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x400E,渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4010,쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4012,쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4014,쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4016,젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|と,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4018,䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|とき,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x401A,笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|とき|,,0.85,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B3A,䘰到䴰簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B3C,到䴰簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B3E,䴰簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B40,簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$},,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B42,㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$}で,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B44,最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$}で,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B46,"İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$}で
ア",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B48,"㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$}で
アタ",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3B4A,"簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$}で
アタッ",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E44,霧꥙㰸簀쨀籎䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E46,꥙㰸簀쨀籎䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E48,㰸簀쨀籎䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E4A,簀쨀籎䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$},,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E4C,쨀籎䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E4E,籎䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、,,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E50,"䐀縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E52,"縰簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E54,"簰㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$3",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E56,"㸀Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$33",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E58,"Ā䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$336",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E5A,"䈰樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$3366",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E5C,"樰弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$33660",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E5E,"弰渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$336600",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E60,"渰ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$336600}",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E62,"ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$336600}Ａ",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x3E64,"ꄰ갰ﰰ줰渰터ﰰ漰İਰ㰀簀섀籹輀弰地簰㸀渀ꄰ갰ﰰ줰蠰訰㰰簀一籏爀估簰㸀䐀儰椰İ渰ಔ䲪<|今回|こんかい|>は、{$336600}<|私|わたし|>のヴァンガードを{$}、
{$336600}Ａボ",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C02,"톐㱀簀쨀籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C04,"㱀簀쨀籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C06,"㱀簀쨀籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C08,"簀쨀籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C0A,"쨀籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C0C,"籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C0E,"籖匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C10,"匀錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C12,"錰䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C14,"䬰䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C16,"䐰簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C18,"簰㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C1A,"㸀漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C1C,"漀İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C1E,"İ䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C20,"䈰樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C22,"樰弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C24,"弰渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ혰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C26,"渰笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ혰섰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C28,"笰␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ혰섰ꜰ",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C2A,"␀㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ혰섰ꜰ쌰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C2C,"㌀㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ혰섰ꜰ쌰꼰",,0.80,file_end,HIGH
romfs/fe/tuto_007.rtz,0x4C2E,"㌀㘀㘀　　紀ꄰ갰ﰰ줰欰笰␀紀਀笀␀㌀㌀㘀㘀　　紀꼀옰ꌰꬰ鈰ରᇿ篿␀紀圀昰缰昰洰Ȱ䌰델Ỷ<|私|わたし|>はノーガード。
アタックがヒットするわよ。쾺杖㰦簀쨀籖匀錰䬰䐰簰㸀漀줰ꐰ혰섰ꜰ쌰꼰朰",,0.80,file_end,HIGH
