file,type,offset,pointer_value,confidence,context_before,context_after
romfs/fight/send_comment.rtz,memory_address,0x5A68,0x03165500,0.30,5dcdff5c5b010a002803,16023a5f31005b01180e
romfs/fight/send_comment.rtz,memory_address,0x5A70,0x015B0031,0.30,28030055160316023a5f,180e0016034d510c0000
romfs/fight/send_comment.rtz,memory_address,0x5A7C,0x04200000,0.40,5b01180e0016034d510c,551604170b0016041702
romfs/fight/send_comment.rtz,memory_address,0x5A84,0x0416000B,0.30,510c0000200455160417,17020016001702003635
romfs/fight/send_comment.rtz,memory_address,0x5ADC,0x00365F37,0.30,014c5f040062180e0007,5b01180e005107000028
romfs/fight/send_comment.rtz,memory_address,0x5B08,0x02160100,0.30,0053180e0016024d518d,46555de7ff5c5c620f13
romfs/fight/send_comment.rtz,memory_address,0x5B20,0x0025180E,0.30,64a3010f1364a3000001,07375f08001825004f00
romfs/fight/send_comment.rtz,memory_address,0x5B28,0x00251800,0.30,00010e18250007375f08,4f00620e5f213e010e5f
romfs/fight/send_comment.rtz,memory_address,0x5BFC,0x01BBDF4B,0.30,0246555de7ff5c5c6278,784bdfbb0000012e1812
romfs/fight/send_comment.rtz,memory_address,0x5C08,0x07001218,0.30,bb01784bdfbb0000012e,375f25001812004f005f
romfs/fight/send_comment.rtz,memory_address,0x5C0C,0x00255F37,0.30,dfbb0000012e18120007,1812004f005f1d001918
romfs/fight/send_comment.rtz,memory_address,0x5C14,0x001D5F00,0.30,0007375f25001812004f,191802005350a2000218
romfs/fight/send_comment.rtz,memory_address,0x5C28,0x00131800,0.30,a2000218130007375f08,4f000a0102630a000263
romfs/fight/send_comment.rtz,memory_address,0x5C48,0x045F3400,0.30,6a000201511806001809,0062181c0007375f0800
romfs/fight/send_comment.rtz,memory_address,0x5C7C,0x00145F3A,0.30,0a002801005516011600,180e0016014d51920000
romfs/fight/send_comment.rtz,memory_address,0x5C88,0x01160000,0.40,1400180e0016014d5192,46555deaff5c5c62d901
romfs/fight/send_comment.rtz,memory_address,0x5CA0,0x0030180E,0.30,eec001d901eec0000001,07375f08001830004f00
romfs/fight/send_comment.rtz,memory_address,0x5CA8,0x00301800,0.30,00010e18300007375f08,4f0062d51f837701d51f
romfs/fight/send_comment.rtz,memory_address,0x5D00,0x075F3400,0.30,2918060018090034180f,000a0002631816000737
romfs/fight/send_comment.rtz,memory_address,0x5D04,0x02000A00,0.30,18090034180f00345f07,6318160007375f0e0019
romfs/fight/send_comment.rtz,memory_address,0x5D10,0x01181900,0.30,00026318160007375f0e,00531816004f02630a00
romfs/fight/send_comment.rtz,memory_address,0x5D8C,0x00285F3A,0.30,551602180e0051070000,5b01180e0016024d2003
romfs/fight/send_comment.rtz,memory_address,0x5E7C,0x00290200,0.30,0001e00a00290b00550a,00550a03291900550a04
romfs/fight/send_comment.rtz,memory_address,0x5E80,0x030A5500,0.30,00290b00550a00022900,291900550a04291b0055
romfs/fight/send_comment.rtz,memory_address,0x5E8C,0x010A5500,0.40,0a03291900550a04291b,291a00550c0000803f29
romfs/fight/send_comment.rtz,memory_address,0x5E98,0x0018293F,0.30,0a01291a00550c000080,550a00291f00550c20bc
romfs/fight/send_comment.rtz,memory_address,0x5EBC,0x00222900,0.40,2300550a00292000550a,550c0000804029210055
romfs/fight/send_comment.rtz,memory_address,0x5EC8,0x010A5500,0.40,2200550c000080402921,291e00550c0000000029
romfs/fight/send_comment.rtz,memory_address,0x5ED4,0x00172900,0.40,0a01291e00550c000000,550a014a291600550a01
romfs/fight/send_comment.rtz,memory_address,0x5F20,0x00262900,0.30,0100550a00292700550a,550a014a291100550a00
romfs/fight/send_comment.rtz,memory_address,0x5F80,0x004D5700,0.40,010055160116003a5f1a,599e0000180000180100
romfs/fight/send_comment.rtz,memory_address,0x5FA4,0x01180D01,0.30,e950360198e950360000,0046551800001801004d
romfs/fight/send_comment.rtz,memory_address,0x5FAC,0x01180000,0.50,0000010d180100465518,004d6385b5ed750185b5
romfs/fight/send_comment.rtz,memory_address,0x5FB4,0x0175EDB5,0.30,551800001801004d6385,85b5ed75000001211801
romfs/fight/send_comment.rtz,memory_address,0x6020,0x04200912,0.30,7b62f7560005014a5b01,55120851a100001c0955
romfs/fight/send_comment.rtz,memory_address,0x6120,0x00251709,0.30,091700000a0002255512,0a00255512091729000a
romfs/fight/send_comment.rtz,memory_address,0x612C,0x02010A00,0.30,25000a00255512091729,25551209172a000a0102
romfs/fight/send_comment.rtz,memory_address,0x6150,0x0141715B,0.30,0851a000001c095562f6,f65b71410003011a5712
romfs/fight/send_comment.rtz,memory_address,0x6184,0x00325800,0.40,014e1347180001011c16,220000550a0029020055
romfs/fight/send_comment.rtz,memory_address,0x618C,0x0229000A,0.30,1c160058320022000055,00550a00290300550a00
romfs/fight/send_comment.rtz,memory_address,0x61B0,0x00184101,0.30,7398000101441803000a,0051070000365f0d000d
romfs/fight/send_comment.rtz,memory_address,0x61C0,0x00504951,0.30,070000365f0d000d903a,00016218030046551600
romfs/fight/send_comment.rtz,memory_address,0x61CC,0x00180016,0.30,50000001621803004655,00180200235518020046
romfs/fight/send_comment.rtz,memory_address,0x61D4,0x02185523,0.30,46551600180000180200,00465518020018000051
romfs/fight/send_comment.rtz,memory_address,0x61DC,0x00180002,0.30,02002355180200465518,0051070000395f09000a
romfs/fight/send_comment.rtz,memory_address,0x6214,0x0318015B,0.30,6e7efecb500000010763,0047551800001801004d
romfs/fight/send_comment.rtz,memory_address,0x621C,0x01180000,0.40,07635b01180300475518,004d2000551801004655
romfs/fight/send_comment.rtz,memory_address,0x6220,0x00204D00,0.40,18030047551800001801,55180100465518010018
romfs/fight/send_comment.rtz,memory_address,0x6228,0x01185546,0.30,1801004d200055180100,0018000051070000395f
romfs/fight/send_comment.rtz,memory_address,0x6238,0x0129000A,0.30,000051070000395f0900,005516006355b3e82901
romfs/fight/send_comment.rtz,memory_address,0x623C,0x00165500,0.40,0000395f09000a002901,6355b3e8290155b3e829
romfs/fight/send_comment.rtz,memory_address,0x6254,0x00160100,0.30,0001010b1600120c51a8,631527daec011527daec
romfs/fight/send_comment.rtz,memory_address,0x6278,0x015B5500,0.30,005b01120c1703002800,0a002801005516011600
romfs/fight/send_comment.rtz,memory_address,0x627C,0x0128000A,0.30,0c170300280000555b01,0055160116003a5f6400
romfs/fight/send_comment.rtz,memory_address,0x6280,0x01165500,0.40,280000555b010a002801,16003a5f64005b02120c
romfs/fight/send_comment.rtz,memory_address,0x6288,0x025B0064,0.30,28010055160116003a5f,120c51a9000020025516
romfs/fight/send_comment.rtz,memory_address,0x6290,0x02200000,0.50,3a5f64005b02120c51a9,551602170000510c0000
romfs/fight/send_comment.rtz,memory_address,0x629C,0x03200000,0.50,2002551602170000510c,55160307375f3e001602
romfs/fight/send_comment.rtz,memory_address,0x62A0,0x07031655,0.30,02170000510c00002003,375f3e0016021703000a
romfs/fight/send_comment.rtz,memory_address,0x62A4,0x003E5F37,0.30,510c0000200355160307,16021703000a00395f20
romfs/fight/send_comment.rtz,memory_address,0x6310,0x0401C89E,0.30,ff7f5352a6000362040f,0f9ec80000012c500400
romfs/fight/send_comment.rtz,memory_address,0x6314,0x00C89E0F,0.30,a6000362040f9ec80104,00012c50040000260b00
romfs/fight/send_comment.rtz,memory_address,0x6334,0x010AFFF6,0.30,004c5f0a00500200005d,5f0e0050ab0000500200
romfs/fight/send_comment.rtz,memory_address,0x6348,0x0187B7B8,0.30,00500200005df3ff6280,80b8b787000201935b01
romfs/fight/send_comment.rtz,memory_address,0x63C0,0x00735100,0.30,030a0003591b00031835,015716001601183c0041
romfs/fight/send_comment.rtz,memory_address,0x641C,0x02160100,0.30,005318330016024d517b,46555de7ff62ea4ecbe4
romfs/fight/send_comment.rtz,memory_address,0x6450,0x00395F36,0.30,fc360116010900000200,16000a00365f0c000a01
romfs/fight/send_comment.rtz,memory_address,0x6488,0x00165500,0.30,1810004f01550a002901,0a03375f0400625b0120
romfs/fight/send_comment.rtz,memory_address,0x649C,0x00196000,0.40,625b012003551801000a,180c0007375f0b001602
romfs/fight/send_comment.rtz,memory_address,0x64D4,0x02165500,0.30,0a022901005516022202,22030055180d0007375f
romfs/fight/send_comment.rtz,memory_address,0x6514,0x00225000,0.40,000a0260520016021802,02180b003a5f06005d5d
romfs/fight/send_comment.rtz,memory_address,0x6554,0x030A5500,0.30,01555d31000a01022907,290100555d08000a0360
romfs/fight/send_comment.rtz,memory_address,0x6578,0x035D5500,0.30,180f004f015516022203,005562fda1745101fda1
romfs/fight/send_comment.rtz,memory_address,0x659C,0x00160021,0.30,0a010263180a0007375f,511a00000c0000000053
romfs/fight/send_comment.rtz,memory_address,0x65AC,0x005E5100,0.40,00000c0000000053180a,025f07000a0102630a00
romfs/fight/send_comment.rtz,memory_address,0x65BC,0x0418045B,0.30,07000a0102630a000263,00510c00002001551601
romfs/fight/send_comment.rtz,memory_address,0x65CC,0x02200000,0.50,0c000020015516015185,55160016025167000120
romfs/fight/send_comment.rtz,memory_address,0x65D4,0x00675102,0.30,51850000200255160016,01200355160351070000
romfs/fight/send_comment.rtz,memory_address,0x65DC,0x07510316,0.30,00160251670001200355,00000a0444280400555b
romfs/fight/send_comment.rtz,memory_address,0x65E0,0x040A0000,0.40,67000120035516035107,44280400555b010a0028
romfs/fight/send_comment.rtz,memory_address,0x6604,0x06284D41,0.30,01160316050a04430a03,00551606160117000036
romfs/fight/send_comment.rtz,memory_address,0x6608,0x06165500,0.40,050a04430a03414d2806,1601170000365f07000a
romfs/fight/send_comment.rtz,memory_address,0x6610,0x075F3600,0.30,28060055160616011700,000a0102635c16054655
romfs/fight/send_comment.rtz,memory_address,0x6614,0x02010A00,0.40,16061601170000365f07,635c160546555dd3ff5c
romfs/fight/send_comment.rtz,memory_address,0x6618,0x05165C63,0.30,170000365f07000a0102,46555dd3ff5c0a000263
romfs/fight/send_comment.rtz,memory_address,0x6634,0x00121804,0.30,013ade93950005018a5b,5a2001550c0000704250
romfs/fight/send_comment.rtz,memory_address,0x6640,0x00385042,0.30,12005a2001550c000070,00435316015119000118
romfs/fight/send_comment.rtz,memory_address,0x6648,0x00195101,0.30,00704250380000435316,0118120016012a551804
romfs/fight/send_comment.rtz,memory_address,0x664C,0x00121801,0.30,38000043531601511900,16012a55180400510c00
romfs/fight/send_comment.rtz,memory_address,0x665C,0x02165502,0.30,2a55180400510c000020,51850000200355160351
romfs/fight/send_comment.rtz,memory_address,0x6668,0x00655103,0.30,16025185000020035516,002004551604511c0000
romfs/fight/send_comment.rtz,memory_address,0x6678,0x00175100,0.40,04551604511c00001812,00415316025199000116
romfs/fight/send_comment.rtz,memory_address,0x6680,0x00995102,0.30,18120051170000415316,011604511d0000181200
romfs/fight/send_comment.rtz,memory_address,0x6698,0x04160100,0.40,5118000041531602519a,181300502300020c0000
romfs/fight/send_comment.rtz,memory_address,0x66A8,0x00135F3B,0.30,00502300020c00002041,16025183000016001703
romfs/fight/send_comment.rtz,memory_address,0x66B0,0x00160000,0.40,20413b5f130016025183,1703000a014a255562ba
romfs/fight/send_comment.rtz,memory_address,0x66E8,0x00432900,0.40,0a00294700550c000000,55120917170029440055
romfs/fight/send_comment.rtz,memory_address,0x670C,0x004C2900,0.30,2700294d005512091726,550a0029360055120917
romfs/fight/send_comment.rtz,memory_address,0x6724,0x00482900,0.30,1b00294a005512091719,551209171a0029490055
romfs/fight/send_comment.rtz,memory_address,0x674C,0x003F2900,0.30,00550a014a293900550a,550a014a294600550a00
romfs/fight/send_comment.rtz,memory_address,0x67C8,0x00522200,0.30,02002251005512091703,55120917040022530055
romfs/fight/send_comment.rtz,memory_address,0x67EC,0x00562200,0.30,06002255005512091707,55120917080022570055
romfs/fight/send_comment.rtz,memory_address,0x684C,0x00371804,0.30,bcb80194f3bcb8000001,63e71677fc01e71677fc
romfs/fight/send_comment.rtz,memory_address,0x6864,0x006E5100,0.30,00030118160016011837,02160016025318370051
romfs/fight/send_comment.rtz,memory_address,0x6870,0x006B5100,0.30,6e000216001602531837,02628b3a9a32018b3a9a
romfs/fight/send_comment.rtz,memory_address,0x6894,0x0250000A,0.30,00183a00517900004c5f,00005df1ff1840005178
romfs/fight/send_comment.rtz,memory_address,0x689C,0x004018FF,0.30,4c5f0a00500200005df1,517800000a0c365f1500
romfs/fight/send_comment.rtz,memory_address,0x68AC,0x00795100,0.40,00000a0c365f15001840,004c5f0a00500200005d
romfs/fight/send_comment.rtz,memory_address,0x68CC,0x006F5100,0.40,b8eaa3b1000001081837,0062383d7a5f01383d7a
romfs/fight/send_comment.rtz,memory_address,0x68D8,0x005F7A3D,0.30,6f000062383d7a5f0138,01012516005f14001837
romfs/fight/send_comment.rtz,memory_address,0x68E0,0x00145F00,0.40,01383d7a5f0001012516,18370051630000183800
romfs/fight/send_comment.rtz,memory_address,0x68F4,0x00371800,0.40,00183800514e00005d11,51640000183800514f00
romfs/fight/send_comment.rtz,memory_address,0x6918,0x00615100,0.30,01012d16005f18001837,00183900531838005157
romfs/fight/send_comment.rtz,memory_address,0x691C,0x00391800,0.30,005f1800183700516100,53183800515700015d15
romfs/fight/send_comment.rtz,memory_address,0x6920,0x00381853,0.30,18370051610000183900,515700015d1500183700
romfs/fight/send_comment.rtz,memory_address,0x6924,0x01005751,0.30,61000018390053183800,5d150018370051620000
romfs/fight/send_comment.rtz,memory_address,0x6938,0x00585100,0.40,51620000183900531838,01627171807e01717180
romfs/fight/send_comment.rtz,memory_address,0x694C,0x00185F00,0.40,017171807e0001012d16,18370051620000183900
romfs/fight/send_comment.rtz,memory_address,0x6964,0x00371800,0.40,53183800515800015d15,51610000183900531838
romfs/fight/send_comment.rtz,memory_address,0x6980,0x01010077,0.30,01628bbd6a77018bbd6a,4f52ca0000550a041600
romfs/fight/send_comment.rtz,memory_address,0x6988,0x040A5500,0.40,bd6a770001014f52ca00,160041530c0000000053
romfs/fight/send_comment.rtz,memory_address,0x6998,0x00765100,0.40,41530c0000000053183c,02184000517800000a0b
romfs/fight/send_comment.rtz,memory_address,0x699C,0x00401802,0.30,00000053183c00517600,517800000a0b365f2900
romfs/fight/send_comment.rtz,memory_address,0x69A8,0x00160029,0.30,4000517800000a0b365f,5f1a000a000318400051
romfs/fight/send_comment.rtz,memory_address,0x69B4,0x007B5100,0.30,16005f1a000a00031840,010a0102184000517700
romfs/fight/send_comment.rtz,memory_address,0x69F4,0x007A5100,0.40,01183a00517c0000183a,0042280100550a00530c
romfs/fight/send_comment.rtz,memory_address,0x69F8,0x01284200,0.40,517c0000183a00517a00,00550a00530c00000000
romfs/fight/send_comment.rtz,memory_address,0x6A0C,0x01160200,0.40,0000000053183a005176,53183a00517b00010a0b
romfs/fight/send_comment.rtz,memory_address,0x6A10,0x003A1853,0.30,53183a00517600021601,517b00010a0b530c0000
romfs/fight/send_comment.rtz,memory_address,0x6A14,0x01007B51,0.30,51760002160153183a00,0a0b530c000000005318
romfs/fight/send_comment.rtz,memory_address,0x6A20,0x00401853,0.30,00010a0b530c00000000,517600021807005f1700
romfs/fight/send_comment.rtz,memory_address,0x6A24,0x02007651,0.30,530c0000000053184000,1807005f17000a000318
romfs/fight/send_comment.rtz,memory_address,0x6A40,0x060A0100,0.40,00010a01021840005177,530c0000000053183d00
romfs/fight/send_comment.rtz,memory_address,0x6A50,0x040A0200,0.40,0000000053183d005176,18070041530c00000000
romfs/fight/send_comment.rtz,memory_address,0x6A64,0x00160200,0.40,0000000053183c005176,0c000000003b5f2a000a
romfs/fight/send_comment.rtz,memory_address,0x6A70,0x02010A00,0.40,16000c000000003b5f2a,183a0051770001500400
romfs/fight/send_comment.rtz,memory_address,0x6A84,0x03500100,0.40,01500400004c5f180016,00010a0002183a005177
romfs/fight/send_comment.rtz,memory_address,0x6AB4,0x00295F00,0.40,18370007375f2f00180f,0a00530c000000005318
romfs/fight/send_comment.rtz,memory_address,0x6AC0,0x003A1853,0.30,29000a00530c00000000,51760002183a00517c00
romfs/fight/send_comment.rtz,memory_address,0x6AC4,0x02007651,0.30,530c0000000053183a00,183a00517c000053183a
romfs/fight/send_comment.rtz,memory_address,0x6ADC,0x010A5500,0.30,00517b00010a0002290f,0263b843525e01b84352
romfs/fight/send_comment.rtz,memory_address,0x6AF8,0x003A1801,0.30,6e18370007375f65005b,517c0000183a00517a00
